model,fold,epoch,train_loss,val_loss,val_acc,lr,elapsed
vit_small_patch16_224,1,0,0.9371524585674761,0.8906871698898812,0.6643835616438356,0.001, 0 hr 01 min
vit_small_patch16_224,1,1,0.5769265128819216,0.5558911372129232,0.773972602739726,0.001, 0 hr 03 min
vit_small_patch16_224,1,2,0.4836356897722498,0.6914660885725936,0.708904109589041,0.001, 0 hr 05 min
vit_small_patch16_224,1,3,0.457519220512824,0.5012540184471705,0.8047945205479452,0.001, 0 hr 07 min
vit_small_patch16_224,1,4,0.3877071257057108,0.4875705412601771,0.8116438356164383,0.001, 0 hr 09 min
vit_small_patch16_224,1,5,0.39093848141989485,0.5555849212591779,0.7842465753424657,0.001, 0 hr 11 min
vit_small_patch16_224,1,6,0.3693829067019434,0.46284632884884536,0.8184931506849314,0.001, 0 hr 13 min
vit_small_patch16_224,1,7,0.4038969409823929,0.5725143476300043,0.7945205479452054,0.001, 0 hr 15 min
vit_small_patch16_224,1,8,0.35902320062142073,0.5184024304968037,0.7945205479452054,0.001, 0 hr 17 min
vit_small_patch16_224,1,9,0.30096261603637825,0.5555036457842344,0.8047945205479452,0.001, 0 hr 19 min
vit_small_patch16_224,1,10,0.3171786844730377,0.498036409077579,0.8321917808219178,0.001, 0 hr 21 min
vit_small_patch16_224,1,11,0.2926087118781176,0.5196489900962947,0.8253424657534246,0.001, 0 hr 23 min
vit_small_patch16_224,1,12,0.2604882720969777,0.5343936771562655,0.7945205479452054,0.001, 0 hr 25 min
vit_small_patch16_224,1,13,0.23129962877142582,0.5792442239718895,0.7808219178082192,0.001, 0 hr 27 min
vit_small_patch16_224,1,14,0.20948262845241972,0.5507270444745886,0.8082191780821917,0.001, 0 hr 28 min
vit_small_patch16_224,1,15,0.20966301601332143,0.6023310896468489,0.821917808219178,0.001, 0 hr 30 min
vit_small_patch16_224,1,16,0.2187496290058537,0.5906423683444114,0.797945205479452,0.001, 0 hr 32 min
vit_small_patch16_224,1,17,0.154575552487578,0.7081341312764442,0.797945205479452,0.001, 0 hr 34 min
vit_small_patch16_224,1,18,0.19002637410048764,0.6241122082079926,0.8013698630136986,0.001, 0 hr 36 min
vit_small_patch16_224,1,19,0.1494573795616371,0.6130876694231817,0.8116438356164383,0.001, 0 hr 38 min
vit_small_patch16_224,1,20,0.1648717240874092,0.6811256859808752,0.8013698630136986,0.001, 0 hr 40 min
vit_small_patch16_224,1,21,0.17193961355819212,0.7141303703801273,0.8013698630136986,0.001, 0 hr 42 min
vit_small_patch16_224,1,22,0.1566229012638906,0.7022294535824697,0.8013698630136986,0.001, 0 hr 44 min
vit_small_patch16_224,1,23,0.17806081543536656,0.7498585192920411,0.7876712328767123,0.001, 0 hr 46 min
vit_small_patch16_224,1,24,0.15368776131469292,0.7664558513932032,0.797945205479452,0.001, 0 hr 48 min
vit_small_patch16_224,1,25,0.12011230139645385,0.683466621049463,0.8082191780821917,0.001, 0 hr 50 min
vit_small_patch16_224,1,26,0.10323020003400263,0.7095748849519311,0.821917808219178,0.001, 0 hr 52 min
vit_small_patch16_224,1,27,0.1129980256820953,0.7764475504829459,0.8047945205479452,0.001, 0 hr 54 min
vit_small_patch16_224,1,28,0.09493446701841804,0.7927845422535726,0.7945205479452054,0.001, 0 hr 56 min
vit_small_patch16_224,1,29,0.11950835725332534,0.6856617133503091,0.8253424657534246,0.001, 0 hr 57 min
vit_small_patch16_224,1,30,0.07956771160367988,0.6821188724612537,0.8184931506849314,0.0005, 0 hr 59 min
vit_small_patch16_224,1,31,0.056503404035780566,0.7156392886009935,0.8116438356164383,0.0005, 1 hr 01 min
vit_small_patch16_224,1,32,0.07404960315722509,0.7556679195737186,0.8013698630136986,0.0005, 1 hr 03 min
vit_small_patch16_224,1,33,0.08330449295338131,0.7444625798970053,0.821917808219178,0.0005, 1 hr 05 min
vit_small_patch16_224,1,34,0.06743989921946382,0.7685681126297337,0.8116438356164383,0.0005, 1 hr 07 min
vit_small_patch16_224,1,35,0.06287048243130097,0.7644476947719103,0.8253424657534246,0.0005, 1 hr 09 min
vit_small_patch16_224,1,36,0.054700768312095575,0.7625340788740002,0.8150684931506849,0.0005, 1 hr 11 min
vit_small_patch16_224,1,37,0.07579578513943075,0.8252043051976864,0.8047945205479452,0.0005, 1 hr 13 min
vit_small_patch16_224,1,38,0.07112139101128209,0.7793562909817859,0.8253424657534246,0.0005, 1 hr 15 min
vit_small_patch16_224,1,39,0.062044847871740486,0.7908961728011092,0.8287671232876712,0.0005, 1 hr 17 min
vit_small_patch16_224,1,40,0.056639895039758456,0.7581174481813222,0.8150684931506849,0.0005, 1 hr 19 min
