model,fold,epoch,train_loss,val_loss,val_acc,lr,elapsed
convnext_tiny,1,0,1.2243881924469584,1.1616147919876936,0.45890410958904104,0.001, 0 hr 02 min
convnext_tiny,1,1,1.1979078592660601,1.1906073787440992,0.4383561643835616,0.001, 0 hr 04 min
convnext_tiny,1,2,1.1687063200790995,1.1356425399649632,0.43493150684931503,0.001, 0 hr 06 min
convnext_tiny,1,3,1.1201441827761769,1.167827209381208,0.45890410958904104,0.001, 0 hr 07 min
convnext_tiny,1,4,1.1361977179163003,1.1176578541324562,0.4520547945205479,0.001, 0 hr 09 min
convnext_tiny,1,5,1.1152624650062921,1.0959588575036558,0.4520547945205479,0.001, 0 hr 11 min
convnext_tiny,1,6,1.112439815936682,1.0627518998433465,0.44863013698630133,0.001, 0 hr 13 min
convnext_tiny,1,7,1.1023719807039514,1.0822122562421512,0.44863013698630133,0.001, 0 hr 15 min
convnext_tiny,1,8,1.0748390902777087,1.0619731129032293,0.46232876712328763,0.001, 0 hr 17 min
convnext_tiny,1,9,1.0805445951453605,1.0333443186054492,0.4691780821917808,0.001, 0 hr 19 min
convnext_tiny,1,10,1.065154147455109,1.0292571374814805,0.44863013698630133,0.001, 0 hr 21 min
convnext_tiny,1,11,1.0499554282094277,1.0679829618702197,0.46232876712328763,0.001, 0 hr 23 min
convnext_tiny,1,12,1.0335082191766076,1.0148186504024348,0.47602739726027393,0.001, 0 hr 25 min
convnext_tiny,1,13,1.050764810578506,1.1263668104393842,0.3972602739726027,0.001, 0 hr 27 min
convnext_tiny,1,14,1.0422814226457489,0.9970142000342068,0.4794520547945205,0.001, 0 hr 29 min
convnext_tiny,1,15,1.0131808851921507,1.0176784339016431,0.4657534246575342,0.001, 0 hr 31 min
convnext_tiny,1,16,0.9953532560700511,0.9786087274551392,0.5308219178082192,0.001, 0 hr 33 min
convnext_tiny,1,17,0.9887176907625321,0.975180790848928,0.46232876712328763,0.001, 0 hr 35 min
convnext_tiny,1,18,0.9689618420191589,0.969868103935294,0.43493150684931503,0.001, 0 hr 37 min
convnext_tiny,1,19,0.9344687369248386,0.868728758945857,0.5650684931506849,0.001, 0 hr 39 min
