model,fold,epoch,train_loss,val_loss,val_acc,lr,elapsed
regnet_y_8gf,1,0,1.1915015938967595,1.0527856521410486,0.4726027397260274,0.001, 0 hr 02 min
regnet_y_8gf,1,1,0.9963612044829667,0.9513182035864216,0.595890410958904,0.001, 0 hr 03 min
regnet_y_8gf,1,2,0.9265493565362922,0.9440983011297983,0.613013698630137,0.001, 0 hr 05 min
regnet_y_8gf,1,3,0.8495782793847276,0.8733483871368513,0.6541095890410958,0.001, 0 hr 07 min
regnet_y_8gf,1,4,0.7709361071238702,0.7744867066814475,0.6712328767123288,0.001, 0 hr 09 min
regnet_y_8gf,1,5,0.7176419963652484,0.7226515469485766,0.6917808219178082,0.001, 0 hr 11 min
regnet_y_8gf,1,6,0.6765635400882606,0.7874208266196185,0.6232876712328766,0.001, 0 hr 13 min
regnet_y_8gf,1,7,0.6282646725106137,0.6349180626542601,0.7157534246575342,0.001, 0 hr 15 min
regnet_y_8gf,1,8,0.5849735220614422,0.6118724278799476,0.7123287671232876,0.001, 0 hr 17 min
regnet_y_8gf,1,9,0.5380889018717754,0.5655442425241209,0.75,0.001, 0 hr 19 min
regnet_y_8gf,1,10,0.5057499782721884,0.5769818604808964,0.7123287671232876,0.001, 0 hr 21 min
regnet_y_8gf,1,11,0.5096292916797261,0.5335683812425561,0.75,0.001, 0 hr 23 min
regnet_y_8gf,1,12,0.4792678111100913,0.5462690267252596,0.7397260273972602,0.001, 0 hr 25 min
regnet_y_8gf,1,13,0.45570582698854767,0.5449226780297005,0.7363013698630136,0.001, 0 hr 27 min
regnet_y_8gf,1,14,0.4406176928926435,0.5287494937034503,0.7431506849315068,0.001, 0 hr 29 min
regnet_y_8gf,1,15,0.4188651477318465,0.4895217330896691,0.7808219178082192,0.001, 0 hr 31 min
regnet_y_8gf,1,16,0.3903469510088663,0.47857425923216834,0.7910958904109588,0.001, 0 hr 33 min
regnet_y_8gf,1,17,0.39353210772567554,0.5101175204123536,0.7602739726027397,0.001, 0 hr 35 min
regnet_y_8gf,1,18,0.3482911208156864,0.5169812851164439,0.773972602739726,0.001, 0 hr 37 min
regnet_y_8gf,1,19,0.3713046292890295,0.5288108971020947,0.7705479452054794,0.001, 0 hr 39 min
regnet_y_8gf,1,20,0.414446429786764,0.5403462840269689,0.7568493150684931,0.001, 0 hr 40 min
regnet_y_8gf,1,21,0.327176907952763,0.5362864789897448,0.773972602739726,0.001, 0 hr 42 min
regnet_y_8gf,1,22,0.3310935527214165,0.5095434154141439,0.7705479452054794,0.001, 0 hr 44 min
regnet_y_8gf,1,23,0.3159929442303375,0.5082016652577543,0.7808219178082192,0.001, 0 hr 46 min
regnet_y_8gf,1,24,0.27221338230908687,0.5431795710161941,0.7773972602739726,0.001, 0 hr 48 min
regnet_y_8gf,1,25,0.28494729168169486,0.5617005553555815,0.7808219178082192,0.001, 0 hr 50 min
regnet_y_8gf,1,26,0.27357040225436247,0.5300928634935862,0.7842465753424657,0.001, 0 hr 52 min
regnet_y_8gf,1,27,0.24932762544298376,0.5227469022143377,0.797945205479452,0.001, 0 hr 54 min
