model,fold,epoch,train_loss,val_loss,val_acc,precision,recall,f1_score,lr,elapsed
vit_small_patch16_224,0,0,1.1726363767370134,1.0926582405011949,0.5924657534246575,0.6215692202534309,0.5368713887892467,0.5357120743034055,0.001, 0 hr 01 min
vit_small_patch16_224,0,1,0.6092615708516903,0.8624534190517582,0.6712328767123288,0.7402232175728838,0.6224429948963623,0.6435548622644499,0.001, 0 hr 03 min
vit_small_patch16_224,0,2,0.5168742219777578,0.6689775935182832,0.7294520547945205,0.6883891341672799,0.6337914993168796,0.622299653921553,0.001, 0 hr 05 min
vit_small_patch16_224,0,3,0.47807053844304553,0.5786776438559571,0.7397260273972602,0.710185185185185,0.6994198949085808,0.7034427567561907,0.001, 0 hr 07 min
vit_small_patch16_224,0,4,0.49485786375569685,0.6592176872981738,0.7294520547945205,0.7286064170843001,0.6399811954050927,0.6137478907419223,0.001, 0 hr 08 min
vit_small_patch16_224,0,5,0.40081272386174344,0.6514578794371592,0.726027397260274,0.7014817991233085,0.6530034835544736,0.6663634206333129,0.001, 0 hr 10 min
vit_small_patch16_224,0,6,0.402059944504832,0.5734917456156587,0.7568493150684931,0.7398371086460709,0.7379158997489018,0.7330960578349193,0.001, 0 hr 12 min
vit_small_patch16_224,0,7,0.3299687710442768,0.6123856148899418,0.7397260273972602,0.7095455721814417,0.6624571947177252,0.6783786243550964,0.001, 0 hr 14 min
vit_small_patch16_224,0,8,0.28686210461952144,0.5493580725503294,0.7705479452054794,0.7388878809869376,0.729840394530594,0.733833632827441,0.001, 0 hr 16 min
vit_small_patch16_224,0,9,0.2628985818363566,0.7831419457311499,0.732876712328767,0.6975748488153068,0.6340759694526609,0.6321554432019548,0.001, 0 hr 17 min
vit_small_patch16_224,0,10,0.2730471362371813,0.6305076200259875,0.732876712328767,0.7328566599053415,0.6601281005856344,0.6690840409446936,0.001, 0 hr 19 min
vit_small_patch16_224,0,11,0.2799814847405888,0.614651510670577,0.75,0.7129633712555487,0.7327949064245983,0.7183742855700173,0.001, 0 hr 21 min
vit_small_patch16_224,0,12,0.23254322715327463,0.5433182283623578,0.7671232876712328,0.7673372980634584,0.7540580894061133,0.7590116038715987,0.001, 0 hr 23 min
vit_small_patch16_224,0,13,0.22902090679934095,0.6894433065636517,0.7773972602739726,0.7984246188594014,0.7454249149121484,0.763148424163673,0.001, 0 hr 25 min
vit_small_patch16_224,0,14,0.22335401747871367,0.6852914362329326,0.7397260273972602,0.7564231674292855,0.6732684891703697,0.7047022737793837,0.001, 0 hr 26 min
vit_small_patch16_224,0,15,0.2142363864976449,0.7219081635344519,0.732876712328767,0.7371146812957158,0.6691626205424844,0.6715348729921383,0.001, 0 hr 28 min
vit_small_patch16_224,0,16,0.19473067632048938,0.5906040922623791,0.8082191780821917,0.807519927793232,0.7673391204180134,0.7851207689553554,0.001, 0 hr 30 min
vit_small_patch16_224,0,17,0.2095757706226709,0.6480779935644098,0.75,0.7473473084886129,0.687557784272485,0.6984242172921418,0.001, 0 hr 32 min
vit_small_patch16_224,0,18,0.19487086388686184,0.5938460837080054,0.797945205479452,0.7858143261776982,0.750552768842655,0.7638434252405013,0.001, 0 hr 33 min
vit_small_patch16_224,0,19,0.16987457577251058,0.6071847495559144,0.7671232876712328,0.7620557559488857,0.7032820078315454,0.7193659649515528,0.001, 0 hr 35 min
vit_small_patch16_224,0,20,0.17473125125205569,0.6459748742923345,0.7876712328767123,0.7684317296702619,0.7158133134310414,0.7367925109067848,0.001, 0 hr 37 min
vit_small_patch16_224,0,21,0.149541640460747,0.6466831043362617,0.7842465753424657,0.759569209039548,0.7131013321337074,0.7293624203453924,0.001, 0 hr 39 min
vit_small_patch16_224,0,22,0.1730106992271325,0.6104936022056292,0.7671232876712328,0.7506894552738276,0.7477872503147711,0.7467451980792317,0.001, 0 hr 41 min
vit_small_patch16_224,0,23,0.13987833724513074,0.6360255579834115,0.7773972602739726,0.7506742651158569,0.7190466599628742,0.7298794439883548,0.001, 0 hr 42 min
vit_small_patch16_224,1,0,0.9028588981587488,0.6367211378600499,0.7294520547945205,0.7189948069088197,0.6912441758353769,0.6978211492283714,0.001, 0 hr 01 min
vit_small_patch16_224,1,1,0.675568532380935,0.7165100966414361,0.7294520547945205,nan,0.6281945922741734,0.5956815943308134,0.001, 0 hr 03 min
vit_small_patch16_224,1,2,0.5181402948537098,0.5304062350155556,0.7945205479452054,0.8424823443997096,0.7502451033239963,0.7610810043977869,0.001, 0 hr 05 min
vit_small_patch16_224,1,3,0.443266131489062,0.6112915634700696,0.7705479452054794,0.7910423566730419,0.7589409625234487,0.7639889939967254,0.001, 0 hr 07 min
vit_small_patch16_224,1,4,0.4349512291568543,0.5019478312093918,0.821917808219178,0.80101941069683,0.815752539894425,0.8069085340434725,0.001, 0 hr 08 min
vit_small_patch16_224,1,5,0.40726477741683503,0.5573229327389638,0.7876712328767123,0.808588232355135,0.7498963966789439,0.750845662959467,0.001, 0 hr 10 min
vit_small_patch16_224,1,6,0.45494170958903724,0.638695779473406,0.7636986301369862,0.7284896698504983,0.7890870378973354,0.7435429545460556,0.001, 0 hr 12 min
vit_small_patch16_224,1,7,0.3445281754619574,0.49865121302539356,0.8390410958904109,0.8420882545931758,0.8211705402956072,0.8307628085379765,0.001, 0 hr 14 min
vit_small_patch16_224,1,8,0.3303474907967154,0.8317289632068922,0.7123287671232876,0.7736137241621514,0.6908136727961283,0.6741544216394346,0.001, 0 hr 16 min
vit_small_patch16_224,1,9,0.3307643083287923,0.5651163444535373,0.797945205479452,0.8162748570502582,0.7834452918926584,0.7914244890051342,0.001, 0 hr 17 min
vit_small_patch16_224,1,10,0.27789177793545783,0.5310235799175419,0.797945205479452,0.796882408724514,0.768348609616479,0.7764126948091532,0.001, 0 hr 19 min
vit_small_patch16_224,1,11,0.23838214912639666,0.553373542958743,0.8116438356164383,0.8071788484496821,0.8023740311027215,0.8001858883167181,0.001, 0 hr 21 min
vit_small_patch16_224,1,12,0.23968381301016256,0.5112673584626962,0.8356164383561644,0.8370174564864831,0.835413158773376,0.8351009275747665,0.001, 0 hr 23 min
vit_small_patch16_224,1,13,0.21402597277717017,0.5606938878150836,0.8321917808219178,0.8602222222222222,0.8185168333140582,0.8322980651646901,0.001, 0 hr 25 min
vit_small_patch16_224,1,14,0.25348816858084927,0.5508594480279374,0.8253424657534246,0.8254504504504504,0.8331075458827542,0.8283078431585383,0.001, 0 hr 26 min
vit_small_patch16_224,1,15,0.20833021371661337,0.5935551633369432,0.8116438356164383,0.7995920844410379,0.8289145720582537,0.8096640261274408,0.001, 0 hr 28 min
vit_small_patch16_224,1,16,0.20365534469549237,0.6084855812257284,0.8116438356164383,0.8035146033129903,0.8121404307284592,0.8035910435387594,0.001, 0 hr 30 min
vit_small_patch16_224,1,17,0.2791172777890136,0.675944864545783,0.7842465753424657,0.7721561920222635,0.7813254870867057,0.7690512931310969,0.001, 0 hr 32 min
vit_small_patch16_224,1,18,0.19191242631029162,0.6074638201357567,0.8253424657534246,0.8176780045351474,0.8412247047815813,0.8281203956717895,0.001, 0 hr 34 min
vit_small_patch16_224,1,19,0.14690769033370613,0.7580829294245333,0.7945205479452054,0.8365372702870122,0.7438235759178349,0.7590646277999907,0.001, 0 hr 35 min
vit_small_patch16_224,2,0,0.9828766218582448,0.5660126388889469,0.7294520547945205,0.7199353552149605,0.6352834769813593,0.6641465858418204,0.001, 0 hr 01 min
vit_small_patch16_224,2,1,0.5960283538814266,0.6090591707560298,0.75,0.7808866701546332,0.6884237316209261,0.6199625336611638,0.001, 0 hr 03 min
vit_small_patch16_224,2,2,0.4904743042626606,0.5376661481616432,0.7534246575342465,0.7478652715754954,0.7818982251938448,0.7543803418803419,0.001, 0 hr 05 min
vit_small_patch16_224,2,3,0.4612278453781881,0.48645322514723427,0.7842465753424657,0.7605502136752136,0.781395032398396,0.7695916972919691,0.001, 0 hr 07 min
vit_small_patch16_224,2,4,0.4177284597135409,0.6241636926384821,0.7465753424657534,0.7157557457880281,0.6383732816631678,0.6588099128540305,0.001, 0 hr 08 min
vit_small_patch16_224,2,5,0.3886988467924585,0.44806544722555436,0.773972602739726,0.747577847882726,0.7565726649273397,0.7463508356882577,0.001, 0 hr 10 min
vit_small_patch16_224,2,6,0.34797777441438177,0.4363166871034119,0.8047945205479452,0.7853176043070197,0.7482189376253285,0.7642486440803131,0.001, 0 hr 12 min
vit_small_patch16_224,2,7,0.34251787227622427,0.6252406622882779,0.708904109589041,0.7435977755579715,0.7039584717705656,0.7076209785141196,0.001, 0 hr 14 min
vit_small_patch16_224,2,8,0.3850964712482665,0.550923134034423,0.7534246575342465,0.7613171960820483,0.7147255398153649,0.728557279630241,0.001, 0 hr 16 min
vit_small_patch16_224,2,9,0.36223474787028564,0.6045592623214199,0.773972602739726,0.8231464187985928,0.7382949890785684,0.7592362270570103,0.001, 0 hr 17 min
vit_small_patch16_224,2,10,0.2937306023206834,0.545441147833042,0.7773972602739726,0.7578375674504707,0.811430194638665,0.7738046270961128,0.001, 0 hr 19 min
vit_small_patch16_224,2,11,0.31613741757532043,0.4596432531124925,0.8150684931506849,0.7973216864583128,0.7805722496973166,0.7824747157797474,0.001, 0 hr 21 min
vit_small_patch16_224,2,12,0.2811774350542879,0.48341631879136987,0.8116438356164383,0.8080372499877143,0.794280067586772,0.7883842270584602,0.001, 0 hr 23 min
vit_small_patch16_224,2,13,0.22115475688881117,0.45320519812609233,0.7945205479452054,0.7729450382903069,0.8055202724379393,0.7835665463416825,0.001, 0 hr 24 min
vit_small_patch16_224,2,14,0.2105179893356536,0.4427430042869424,0.8184931506849314,0.8179054247990816,0.8033734744135326,0.8098847850369149,0.001, 0 hr 26 min
vit_small_patch16_224,2,15,0.2362708045561426,0.41100991609161847,0.821917808219178,0.7958086335309318,0.8134475395579287,0.8032570500353606,0.001, 0 hr 28 min
vit_small_patch16_224,2,16,0.22242804269422278,0.4993845091698921,0.8184931506849314,0.8016539718783187,0.8033850721049711,0.8005698973947413,0.001, 0 hr 30 min
vit_small_patch16_224,2,17,0.2054007503863568,0.5299311169767624,0.797945205479452,0.7581573048191903,0.7593902097189308,0.7431278128914133,0.001, 0 hr 32 min
vit_small_patch16_224,2,18,0.2162571368747003,0.48084809580077864,0.8116438356164383,0.7732984749455337,0.7647787666851575,0.7687105331864184,0.001, 0 hr 33 min
vit_small_patch16_224,2,19,0.20731876677965402,0.4870481636273126,0.8047945205479452,0.7893935351949841,0.8114373819404016,0.7965633542573656,0.001, 0 hr 35 min
vit_small_patch16_224,2,20,0.19508830880978076,0.5090484750801569,0.797945205479452,0.7880839920313605,0.7721173692907506,0.7776774038899756,0.001, 0 hr 37 min
vit_small_patch16_224,2,21,0.18930443237523664,0.49920069118834115,0.773972602739726,0.7745511107502117,0.7563110634789023,0.7607242438909638,0.001, 0 hr 39 min
vit_small_patch16_224,2,22,0.16771363775233855,0.4621898732977371,0.7842465753424657,0.7770592179559571,0.7748393964757393,0.7709664449227931,0.001, 0 hr 41 min
vit_small_patch16_224,2,23,0.12790036636040958,0.48686237543285504,0.797945205479452,0.7794303120390076,0.7821503933087528,0.7790724004908507,0.001, 0 hr 42 min
vit_small_patch16_224,2,24,0.18164610925406346,0.7075994595668393,0.7397260273972602,0.7529325126169308,0.7558624288375454,0.7423763451160712,0.001, 0 hr 44 min
vit_small_patch16_224,2,25,0.15013909792695435,0.5004378532965298,0.8013698630136986,0.7822054686188268,0.8103862390614168,0.7918143283996943,0.001, 0 hr 46 min
vit_small_patch16_224,2,26,0.1443811972509638,0.5242664525030206,0.7910958904109588,0.7627483538882224,0.7985874256849336,0.7755716677460878,0.001, 0 hr 48 min
vit_small_patch16_224,2,27,0.14991453585450742,0.5417209199999702,0.8116438356164383,0.8006223795136989,0.7892113863847676,0.7921338821214181,0.001, 0 hr 49 min
vit_small_patch16_224,2,28,0.12842692313276136,0.5854404017533341,0.8150684931506849,0.8101973154722516,0.8159784498558293,0.8056393488950603,0.001, 0 hr 51 min
vit_small_patch16_224,2,29,0.14017873714666,0.5527555432221661,0.8150684931506849,0.7883443335690528,0.7877720475381205,0.7838834776334777,0.001, 0 hr 53 min
vit_small_patch16_224,2,30,0.09732796132820358,0.500856336097756,0.8047945205479452,0.7773580586080586,0.7987218200600205,0.7873101289548659,0.0005, 0 hr 55 min
vit_small_patch16_224,3,0,1.2488957521741482,0.7273996562173922,0.6952054794520548,0.6552716152327094,0.6941222409745458,0.6677035647166616,0.001, 0 hr 01 min
vit_small_patch16_224,3,1,0.5854461269828894,0.5592469405638029,0.7534246575342465,0.7301965591097788,0.7130183514682025,0.7062174786777304,0.001, 0 hr 03 min
vit_small_patch16_224,3,2,0.5191346581401743,0.6282333607134754,0.7397260273972602,0.7437172064079138,0.6404455114320567,0.6755073354716254,0.001, 0 hr 05 min
vit_small_patch16_224,3,3,0.43471696100521495,0.5425898457226688,0.7705479452054794,0.754257882162406,0.7337134925908719,0.732480719081174,0.001, 0 hr 07 min
vit_small_patch16_224,3,4,0.4021216465424059,0.5850623854219097,0.7636986301369862,0.7469307590845183,0.7760171338739491,0.7569026509637864,0.001, 0 hr 08 min
vit_small_patch16_224,3,5,0.38814327954734346,0.5134837911145328,0.7910958904109588,0.7825454292583486,0.7529793407545491,0.7662324827901661,0.001, 0 hr 10 min
vit_small_patch16_224,3,6,0.39369091115284377,0.8806837258273608,0.6678082191780822,0.6955758205758206,0.5907861160278789,0.6027632192334327,0.001, 0 hr 12 min
vit_small_patch16_224,3,7,0.3674377344708586,0.5150422790687378,0.7842465753424657,0.7599792271872864,0.7183504717810199,0.7352415966386554,0.001, 0 hr 14 min
vit_small_patch16_224,3,8,0.3340882578632862,0.7878940408564594,0.7191780821917808,0.7548372351332877,0.7016606995727476,0.6731728949858089,0.001, 0 hr 16 min
vit_small_patch16_224,3,9,0.30580969023090576,0.781405500123558,0.708904109589041,0.7481526806526807,0.7225789329078451,0.7141188660371828,0.001, 0 hr 17 min
vit_small_patch16_224,3,10,0.3399932231258425,0.5752414614982801,0.7705479452054794,0.7751610648795253,0.7148132575661053,0.7240183012589619,0.001, 0 hr 19 min
vit_small_patch16_224,3,11,0.22523404261329144,0.5938615948982435,0.7773972602739726,0.7751344476744186,0.789877191882008,0.7749015534526855,0.001, 0 hr 21 min
vit_small_patch16_224,3,12,0.23400756069518977,0.6036518555491754,0.7808219178082192,0.7685661764705882,0.7557605815049817,0.7369535519125683,0.001, 0 hr 23 min
vit_small_patch16_224,3,13,0.2595550384516368,0.5870370080005632,0.7910958904109588,0.7857278632255822,0.7644993194932037,0.7620488281066609,0.001, 0 hr 25 min
vit_small_patch16_224,3,14,0.2539643635565631,0.5792171685662988,0.797945205479452,0.794205097287289,0.799244124544178,0.7903310525952035,0.001, 0 hr 26 min
vit_small_patch16_224,3,15,0.2191391948082928,0.6112990927410452,0.8013698630136986,0.8050471508251394,0.7671940676011466,0.7724928379275408,0.001, 0 hr 28 min
vit_small_patch16_224,3,16,0.1996328951718981,0.6233383616151875,0.7808219178082192,0.7545673076923076,0.7783055135751795,0.760442584039454,0.001, 0 hr 30 min
vit_small_patch16_224,3,17,0.205763028012069,0.6810098136328671,0.7636986301369862,0.7369546565777165,0.7073640685224281,0.713813471011747,0.001, 0 hr 32 min
vit_small_patch16_224,3,18,0.2185989094906099,0.615730421387986,0.7808219178082192,0.7559962899850375,0.7484730659134375,0.7506235348261926,0.001, 0 hr 33 min
vit_small_patch16_224,3,19,0.15758214048689528,0.6508567565924501,0.7842465753424657,0.7656229220100694,0.7463597950181544,0.7528882624879356,0.001, 0 hr 35 min
vit_small_patch16_224,3,20,0.20975202634099216,0.611733226743463,0.8082191780821917,0.781024531024531,0.7817155207167439,0.7806284853206937,0.001, 0 hr 37 min
vit_small_patch16_224,4,0,0.8768964513944454,0.815831847999194,0.6678082191780822,0.733569177732452,0.5946642370319841,0.5603521837869335,0.001, 0 hr 01 min
vit_small_patch16_224,4,1,0.7312241384399807,0.6111365097434553,0.7294520547945205,0.6872697910304107,0.6258018741869364,0.6436910677583727,0.001, 0 hr 03 min
vit_small_patch16_224,4,2,0.6918930779199232,0.5702628427988863,0.7568493150684931,0.7243342875688303,0.6837319753906788,0.6997722862764756,0.001, 0 hr 05 min
vit_small_patch16_224,4,3,0.42546237487138083,0.4972594678401947,0.7842465753424657,0.7314005602240896,0.7233380099798952,0.7272421818283605,0.001, 0 hr 07 min
vit_small_patch16_224,4,4,0.4456954857310512,0.6804664831047189,0.684931506849315,0.7204761904761905,0.6529728558482094,0.6560178509268786,0.001, 0 hr 08 min
vit_small_patch16_224,4,5,0.42584715222084474,0.5362971857802509,0.7773972602739726,0.7263152841781875,0.7554347435472732,0.7387841046585466,0.001, 0 hr 10 min
