model,fold,epoch,train_loss,val_loss,val_acc,precision,recall,f1_score,lr,elapsed
vgg16_bn,0,0,1.1279822185827426,1.0054701248260394,0.48630136986301364,0.4851619644723093,0.4288056926043319,0.42380615284902734,0.001, 0 hr 01 min
vgg16_bn,0,1,0.9704858642279335,0.9254354793731481,0.5821917808219178,0.6941530123797529,0.5128918549576373,0.48528438969615445,0.001, 0 hr 03 min
vgg16_bn,0,2,0.8917878289079462,0.857556503929504,0.5856164383561644,0.5421587800700463,0.5232093491114208,0.5153493647217496,0.001, 0 hr 05 min
vgg16_bn,0,3,0.7849662027133892,0.8113353142183121,0.5890410958904109,0.5710653830069637,0.5432120998878128,0.5129699708666,0.001, 0 hr 07 min
vgg16_bn,0,4,0.7053838490928191,0.7973698506208315,0.6198630136986301,0.6207806609004214,0.5740912800388376,0.5515599726798753,0.001, 0 hr 09 min
vgg16_bn,0,5,0.6635201284813779,0.684766806968271,0.6986301369863013,0.6570279620893293,0.6233443070363031,0.6065256141982485,0.001, 0 hr 10 min
vgg16_bn,0,6,0.6296807316751439,0.6472991255864705,0.6986301369863013,0.6783545472195063,0.637906188724169,0.6486199909210011,0.001, 0 hr 12 min
vgg16_bn,0,7,0.5573326785165353,0.5960134512757602,0.6986301369863013,0.6720232399179767,0.6437299449779382,0.653338431797421,0.001, 0 hr 14 min
vgg16_bn,0,8,0.5402093090212908,0.6462512693993033,0.6883561643835616,0.7075821019482992,0.6033124395204893,0.6246253315649867,0.001, 0 hr 16 min
vgg16_bn,0,9,0.5254940440470569,0.5914021624277715,0.708904109589041,0.6876857274746834,0.6288954767043216,0.6457117041979428,0.001, 0 hr 18 min
vgg16_bn,0,10,0.4917271680842142,0.5928041518551029,0.7294520547945205,0.7118669645971032,0.6257902764954978,0.6524366471734893,0.001, 0 hr 19 min
vgg16_bn,0,11,0.4646665636561971,0.5820709026023133,0.7226027397260274,0.71301686059039,0.6349347703363069,0.6579677736098581,0.001, 0 hr 21 min
vgg16_bn,0,12,0.41851670772732585,0.553783070142955,0.726027397260274,0.7050481795200104,0.6594779764740012,0.6749740557230679,0.001, 0 hr 23 min
vgg16_bn,0,13,0.44713199394455283,0.5932154955521022,0.7294520547945205,0.7190934065934066,0.6334371571738746,0.6560110056222764,0.001, 0 hr 25 min
vgg16_bn,0,14,0.43156941433321255,0.5329697785312182,0.75,0.7176698000358355,0.6908446680348675,0.698753558365512,0.001, 0 hr 27 min
vgg16_bn,0,15,0.4274875941962132,0.5433748260344544,0.75,0.7197392290249434,0.6863390057478812,0.6984978267434051,0.001, 0 hr 28 min
vgg16_bn,0,16,0.37532876888569844,0.5887493548327929,0.732876712328767,0.7174999668051997,0.6650642250749277,0.6590042805580062,0.001, 0 hr 30 min
vgg16_bn,0,17,0.3981254080078633,0.5907589433944389,0.732876712328767,0.7225584157771414,0.6538522385504649,0.6748710790138555,0.001, 0 hr 32 min
vgg16_bn,0,18,0.3756204916172273,0.6085886263275799,0.7226027397260274,0.7192140118508191,0.6367810901437918,0.666012608632306,0.001, 0 hr 34 min
vgg16_bn,0,19,0.3856453760754909,0.6136628011726353,0.7226027397260274,0.7047170584993068,0.6250756300160015,0.653158147428597,0.001, 0 hr 36 min
vgg16_bn,0,20,0.34849093395241343,0.5919721936934614,0.7363013698630136,0.7524984513035983,0.6761831850462307,0.7044802335953548,0.001, 0 hr 37 min
vgg16_bn,0,21,0.30599681947364316,0.5590724218381594,0.732876712328767,0.7256466416353776,0.6531899041932678,0.6804984992955877,0.001, 0 hr 39 min
vgg16_bn,0,22,0.3361598923994236,0.5642806710037467,0.7534246575342465,0.7596371882086168,0.6969760898072954,0.722902704220246,0.001, 0 hr 41 min
vgg16_bn,0,23,0.3221335509304325,0.6281753125256055,0.7431506849315068,0.7216462098153767,0.6722762331612955,0.6713720414751343,0.001, 0 hr 43 min
vgg16_bn,0,24,0.30575217915451064,0.6317513632039501,0.75,0.7434366502618037,0.669942401943969,0.6785895043160418,0.001, 0 hr 45 min
vgg16_bn,0,25,0.29532629618573086,0.5691418513043286,0.7363013698630136,0.7466155862465298,0.6583807695247952,0.6886664899257688,0.001, 0 hr 46 min
vgg16_bn,0,26,0.29147287625739504,0.5828788647912952,0.75,0.7520398741026838,0.6841383437973914,0.7111751401554341,0.001, 0 hr 48 min
vgg16_bn,0,27,0.2698297595261504,0.5593049685432486,0.7671232876712328,0.7619642857142858,0.7241908486700552,0.740129892668032,0.001, 0 hr 50 min
vgg16_bn,0,28,0.2829869622964204,0.635415560884835,0.7465753424657534,0.7414312161705433,0.6562800355706097,0.6762378470652206,0.001, 0 hr 52 min
vgg16_bn,0,29,0.2610332000409073,0.5566380795550673,0.75,0.7415630420084075,0.693538803588685,0.7123233908948196,0.001, 0 hr 54 min
